Publication Type,Authors,Article Title,Source Title,Volume,Issue,Start Page,End Page,DOI,Publication Date,Publication Year,Abstract,Pass abstract screening?,Abstract Screener?,Measures emperically derived production based on results?,Measures simulation/model derived production based on results?,Results Screener?,"Primary, secondary production or both?",Production unit,Marine or estuarine production?,Other notes,,
J,"Thong-ngok, Wiparat; Darbanandana, Thanitha; Jutagate, Tuantong",Feeding and Trophic Interaction of Fishes in a Newly Impounded Irrigation Reservoir in the Central Plain of Thailand,Journal of Fisheries and Environment,46,3,180,197,,SEP-DEC 2022,2022,"This study examines diet composition, diet overlap, and trophic interactions of fishes in Khlong Luang Rachalothorn Reservoir, which was impounded and first operated in 2015. Fish were sampled from four zones, namely upstream, transition zone, reservoir, and downstream. Samples were collected monthly from September 2017 to August 2018 using multi-mesh gill nets and seines. Stomach contents were examined, and food items were classified and scored by trophic weighting point scores. There was a total of 1,031 fish specimens, belonging to 46 species, sampled in this study. The highest number of species (n = 36) was collected from the reservoir zone. Results depict the important food items and feeding guilds in each area. Macroalgae was the most important diet category, followed by oligochaetes and aquatic insects in all areas. Each area has a distinctive community of fish that feed differently. Common fish species found at all stations showed high trophic feeding plasticity, as evident by diverse food items that differed spatio-temporally within a species, and by the wide diet breadth of these fishes. Fish species with trophic index less than 1.50 and greater than 2.50 tended to choose a unique diet, whereas fishes with trophic index in the range of 1.51-2.49 showed a wide range of food preferences. Low diet overlap (0.00-0.39) was observed in all study areas. The results reveal the importance of various food resources along each section of the reservoir and ability in resource utilization of fish species in Khlong Luang Rachalothorn Reservoir.",,,,,,,,,,,
J,"Xu, Min; Qi, Lu; Zhang, Li-bing; Zhang, Tao; Yang, Hong-sheng; Zhang, Yun-ling",Ecosystem attributes of trophic models before and after construction of artificial oyster reefs using Ecopath,AQUACULTURE ENVIRONMENT INTERACTIONS,11,,111,127,10.3354/aei00284,2019,2019,"The deployment of artificial reefs (ARs) is currently an essential component of sea ranching practices in China due to extensive financial support from the government and private organizations. Blue Ocean Ltd. created a 30.65 km(2) AR area covered by oysters in the eastern part of Laizhou Bay, Bohai Sea. It is important for the government and investors to understand and assess the current status of the AR ecosystem compared to the system status before AR deployment. We provide that assessment, including trophic interactions, energy flows, keystone species, ecosystem properties and fishing impacts, through a steady-state trophic flow model (Ecopath with Ecosim). The model estimated values of 4721.2 and 4697.276 t km(-2) yr(-1) for total system throughput and 534.74 and -519.9 t km(-2) yr(-1) for net system production before and after AR deployment, respectively. After AR deployment, sea cucumber and oyster showed the same trophic level (TL = 2.0) while veined whelk Rapana venosa had TL = 3.0. The mean TL of catches was 2.484 after AR deployment and the primary production required to support fisheries (PPR) was 1104 t km(-2). Detritus production dominated over primary production and represented 73.82% (2530.82 t km(-2)) of total primary production required. The sea cucumber showed the lowest PPR/catch value (5.6) among functional groups, indicating that fishing catch biomasses were close to primary production values. The total primary production to total respiration and total primary production to total biomass ratios showed higher system maturity after AR deployment. The trophic flow diagram showed 1 grazing and 2 detritus food chains. Pelagic and bottom fish and different benthic organisms, including large crustaceans and zoobenthos, were the dominant community before AR deployment. Zoobenthos was the key functional group, followed by large crustaceans and Gobiidae, which were the most important prey for top predators after AR deployment. We draw the following conclusions for the management of this area: (1) AR deployment contributes to the maturity of the improved ecosystem; (2) the artificial oyster system is similar to a natural reef system; (3) the enhancement and release of benthic animals in the AR area benefit the ecosystem; and (4) low TL catches do not cause the system to collapse.",,,,,,,,,,,
J,"Jana, B. B.; Kundu, Debajyoti; Dutta, Deblina; Lahiri, S.; Bag, S. K.; Bhakta, J. Z.",Positive synergistic impacts of greenhouse temperature and manure driven total environment on breeding success of Tilapia during winter,INDIAN JOURNAL OF EXPERIMENTAL BIOLOGY,57,2,96,104,,Feb-19,2019,"Global warming and climate change are though known for widespread negative impacts, they do have beneficial as well, but are less known. Here, we studied the interactive impacts of greenhouse mediated raised temperature and manure driven decomposition-cum-total environment on reproductive success of cichlid fish tilapia. Fishes were kept in holding tanks (300 L) placed inside and outside the solar heated structure (modular green house) using identical and comparable doses of organic manure in triplicate during the winter. The manure selected were: (a) cattle manure and saw dust; (b) poultry droppings and saw dust; (c) vermicompost and saw dust; (d) mixed manure with cattle manure, poultry droppings, vermicompost and saw dust; isocarbonic states maintained with (e) vermicompost, and (f) with poultry droppings. Equal number of adult male (8) and female (8) tilapia (1:1) were introduced per tank and reared for 90 days. Water and sediment samples were collected weekly and analyzed for different parameters. Net increment of body weight and production of fry per tank were recorded. Survival of fish was about 10% higher under greenhouse condition compared to ambient air temperature outside. The synergistic effects of manure driven water quality-food resource complex and temperature appeared to be more important than the impact of temperature alone in selecting the treatment that developed the total benign environment and induced tilapia to spawn during winter. The carbon burial rate dependent soil organic carbon had been significantly increased as a consequence of greenhouse effect.",,,,,,,,,,,
J,"Amira, Nur; Rinalfi, Tengku; Azhar, Badrul",Effects of intensive rice production practices on avian biodiversity in Southeast Asian managed wetlands,WETLANDS ECOLOGY AND MANAGEMENT,26,5,865,877,10.1007/s11273-018-9614-y,Oct-18,2018,"Rice fields are common throughout the agricultural landscape of Southeast Asia and sustain various bird species. These birds can provide ecosystem services, such as pest control, that improve agricultural yields whilst minimising the use of agrochemicals. This study quantified avian biodiversity in rice production landscapes during three farming stages in Peninsular Malaysia. In Malaysia, rice fields can be an important habitat for migrating birds due to Malaysia's position on the East-Asian-Australasian Flyway. We determined bird abundance, species richness, and composition in rice field landscapes and compared these during different stages of rice growing. Wetland and terrestrial birds were counted in rice fields using the point-count method. Sixty sampling points were randomly established in three locations, from which 3447 individual birds of 46 species and 26 families were recorded. There was a significant difference in total bird abundance and species richness between the three different stages of rice growing. The growing stage supported greater bird abundance and species richness compared to the pre-harvest and post-harvest stages. Rice-growing provides temporary habitats to different bird species in this managed aquatic landscape. This implies the presence of abundant food, such as small fish and amphibians. The evidence from this study suggests that biodiversity-friendly agricultural practices should be implemented to improve habitat quality for birds in rice production landscapes.",,,,,,,,,,,
J,"Parent, S; Morin, A",The role of copepod-dominated meiofauna in the mineralization of organic matter in a cold marine mesocosm,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,56,10,1938,1948,10.1139/cjfas-56-10-1938,Oct-99,1999,"Large populations of meiofauna are found in the sand filters of the St. Lawrence mesocosm at the Montreal Biodome. Three 30-day experiments were conducted in heterotrophic microcosms to quantify how populations of micro- and meio-faunal organisms affect mineralization using the apparent mineralization rate (AMR), i.e., nitrate production, as a proxy. Tryptone, mesocosm detritus, and fishmeal were used as organic substrates (C:N ratios 4-8). Harpacticoid copepods dominated the meiofauna in numbers (87%) and biomass (90%). AMR was inversely related to meiofaunal mass and not related to ciliate density. Through grazing, 1 g meiofaunal dry mass.m(-2) reduced the AMR of tryptone by 42%, of detritus by 9.4%, and of fishmeal by 2.7%. Particle size affected the effect of meiofauna, whereas the C:N ratio affected the AMR. The scarcity of nematodes, which are known to stimulate mineralization, may explain these results. Copepod-dominated meiofauna decrease nutrient regeneration rates in heterotrophic habitats when C:N ratios are low.",,,,,,,,,,,
J,"Maximenko, Nikolai; Corradi, Paolo; Law, Kara Lavender; Van Sebille, Erik; Garaba, Shungudzemwoyo P.; Lampitt, Richard Stephen; Galgani, Francois; Martinez-Vicente, Victor; Goddijn-Murphy, Lonneke; Veiga, Joana Mira; Thompson, Richard C.; Maes, Christophe; Moller, Delwyn; Loscher, Carolin Regina; Addamo, Anna Maria; Lamson, Megan R.; Centurioni, Luca R.; Posth, Nicole R.; Lumpkin, Rick; Vinci, Matteo; Martins, Ana Maria; Pieper, Catharina Diogo; Isobe, Atsuhiko; Hanke, Georg; Edwards, Margo; Chubarenko, Irina P.; Rodriguez, Ernesto; Aliani, Stefano; Arias, Manuel; Asner, Gregory P.; Brosich, Alberto; Carlton, James T.; Chao, Yi; Cook, Anna-Marie; Cundy, Andrew B.; Galloway, Tamara S.; Giorgetti, Alessandra; Goni, Gustavo Jorge; Guichoux, Yann; Haram, Linsey E.; Hardesty, Britta Denise; Holdsworth, Neil; Lebreton, Laurent; Leslie, Heather A.; Macadam-Somer, Ilan; Mace, Thomas; Manuel, Mark; Marsh, Robert; Martinez, Elodie; Mayor, Daniel J.; Le Moigne, Morgan; Jack, Maria Eugenia Molina; Mowlem, Matt Charles; Obbard, Rachel W.; Pabortsava, Katsiaryna; Robberson, Bill; Rotaru, Amelia-Elena; Ruiz, Gregory M.; Teresa Spedicato, Maria; Thiel, Martin; Turra, Alexander; Wilcox, Chris",Toward the Integrated Marine Debris Observing System,FRONTIERS IN MARINE SCIENCE,6,,,,10.3389/fmars.2019.00447,Aug 28 2019,2019,"Plastics and other artificial materials pose new risks to the health of the ocean. Anthropogenic debris travels across large distances and is ubiquitous in the water and on shorelines, yet, observations of its sources, composition, pathways, and distributions in the ocean are very sparse and inaccurate. Total amounts of plastics and other man-made debris in the ocean and on the shore, temporal trends in these amounts under exponentially increasing production, as well as degradation processes, vertical fluxes, and time scales are largely unknown. Present ocean circulation models are not able to accurately simulate drift of debris because of its complex hydrodynamics. In this paper we discuss the structure of the future integrated marine debris observing system (IMDOS) that is required to provide long-term monitoring of the state of this anthropogenic pollution and support operational activities to mitigate impacts on the ecosystem and on the safety of maritime activity. The proposed observing system integrates remote sensing and in situ observations. Also, models are used to optimize the design of the system and, in turn, they will be gradually improved using the products of the system. Remote sensing technologies will provide spatially coherent coverage and consistent surveying time series at local to global scale. Optical sensors, including high-resolution imaging, multi-and hyperspectral, fluorescence, and Raman technologies, as well as SAR will be used to measure different types of debris. They will be implemented in a variety of platforms, from hand-held tools to ship-, buoy-, aircraft-, and satellite-based sensors. A network of in situ observations, including reports from volunteers, citizen scientists and ships of opportunity, will be developed to provide data for calibration/validation of remote sensors and to monitor the spread of plastic pollution and other marine debris. IMDOS will interact with other observing systems monitoring physical, chemical, and biological processes in the ocean and on shorelines as well as the state of the ecosystem, maritime activities and safety, drift of sea ice, etc. The synthesized data will support innovative multi-disciplinary research and serve a diverse community of users.",,,,,,,,,,,
J,"Komyakova, Valeriya; Chamberlain, Dean; Jones, Geoffrey P.; Swearer, Stephen E.",Assessing the performance of artificial reefs as substitute habitat for temperate reef fishes: Implications for reef design and placement,SCIENCE OF THE TOTAL ENVIRONMENT,668,,139,152,10.1016/j.scitotenv.2019.02.357,Jun 10 2019,2019,"Artificial reefs (ARs) have been advocated and implemented as management tools for recreational fisheries, species conservation and habitat replacement. For ARs to function as substitute habitat for degraded natural reefs, they should perform as dose as possible to local natural reefs, however this is seldom investigated. Here we evaluated the performance of new custom-designed reef structures (CDARs) as fish habitat. As a benchmark for their success, we compared fish abundance, diversity and community composition on CDARs to another commonly used AR type (Reef Balls (RBs)) and nearby natural reefs. Fish were monitored on all reef types over two recruitment seasons at three locations in Port Phillip Bay, Australia. Overall, there were no consistent differences in fish density among reef types, although densities on both AR designs were markedly lower than natural reefs at some locations. However, fish species richness on the CDARs was, on average, 2x higher than natural or RB reefs. There were large dissimilarities in fish community composition among reef types across all locations and years. These dissimilarities declined over time with the CDARs becoming more similar to natural communities than to RB reefs. Our results suggest that CDARs can play a role in reef fish conservation where natural reefs are under threat, supporting natural community structure and enhancing local biodiversity. Overall, our findings suggest that la cation of deployment, rather than design, has a more significant influence on fish abundances on ARs, whereas reef design is an important determinant of species diversity and community structure irrespective of location. ARs represent an important management tool for enhancing fisheries productivity and conservation in areas where reef habitat has been degraded or lost. However, failure to incorporate consideration of reef location and design into future AR deployments may lead to poor performance and failure to achieve restoration or conservation goals. (C) 2019 Elsevier B.V. All rights reserved.",,,,,,,,,,,
J,"Picciulin, M.; Bolgan, M.; Codarin, A.; Fiorin, R.; Zucchetta, M.; Malavasi, S.",Passive acoustic monitoring of Sciaena umbra on rocky habitats in the Venetian littoral zone,FISHERIES RESEARCH,145,,76,81,10.1016/j.fishres.2013.02.008,Aug-13,2013,"A passive listening survey was conducted in the Venetian littoral zone and combined with a meta-analysis on coastal Mediterranean fish communities resulting in the use of Sciaena umbra as a biological indicator of a typical fish community. The passive listening technique allowed the collection of fish presence/absence data, the analysis of the contribution of different sound categories to the total sound production, as well as a quantitative evaluation of the fish acoustic activity. The passive listening survey proved to be successful in detecting S. umbra drumming sounds in two Venetian inlets and on a natural rocky habitat, whereas this species was absent in the inner Venice lagoon. Within one of the two inlets, pulse rate was positively related to the nearest distance of the listening points to an artificial rocky reef. The meta-analysis allowed the identification of a 16-species cluster significantly associated with S. umbra, a large number of which represent commercially important species. Our results suggest the importance of a wider application of the passive listening technique for biological monitoring, with particular focus on Mediterranean coastal habitats and artificial reefs. (C) 2013 Elsevier B.V. All rights reserved.",,,,,,,,,,,
C,"Pondella, Daniel J., II; Williams, Jonathan P.; Williams, Chelsea M.; Claisse, Jeremy T.; Witting, David",Restoring a Nearshore Rocky Reef Ecosystem in the Challenge of an Urban Setting,MARINE ARTIFICIAL REEF RESEARCH AND DEVELOPMENT: INTEGRATING FISHERIES MANAGEMENT OBJECTIVES,86,,165,186,,2018,2018,"The subtidal rocky reefs that surround the Palos Verdes Peninsula in Los Angeles County, California, USA are subject to multiple anthropogenic impacts, including many (at least partially) human-induced landslides over the past half century, which have resulted in chronic sedimentation (e.g., reef burial and scour) and associated turbidity effects along a major stretch of this coastline. The amount of rocky reef habitat has significandy decreased; as such, determining the optimum technique for restoring this lost habitat is the focus of this study. Over the past decade, we mapped and intensively surveyed the nearshore physical and biological characteristics both inside this impacted area and in surrounding reference areas that contain extensive rocky reef habitat with established kelp forests. Notable among all survey locations is a relatively high-relief (similar to 5 m) area of reef within the sediment impacted area that consistently has the highest fish bio-mass density among anywhere on the peninsula. The high structural relief prevents sediment accumulation, scour, and subsequent reef burial, and this reef ultimately served as the example for the design of sets of quarry rock reef blocks that together form the proposed restoration reef. Our primary objective was to use the 63,500 metric tons of quarry rock the budget would allow us to create the most productive habitat by restoring the natural reef environment while balancing scientific study design considerations (i.e., replicated reef components at multiple spatial scales) with maximizing the potential for an effective restoration effort across the range of important species and overall kelp forest biodiversity. To meet this objective, we considered multiple criteria that incorporated engineering specifications and biological performance and were informed by the scientific literature and results of natural and artificial reef surveys in this region. Ultimately, the design incorporated heterogeneity at multiple spatial scales while attempting to maximize high relief components, surface area to volume ratio, perimeter, ecotones, and small-scale current flow features and nutrient flux and while being consistent with the size of natural reefs along the Palos Verdes Peninsula. Further, placement and spacing of individual reef blocks (i.e., 2 X 48 m heterogeneous quarry rock reefs) included space for sand channels between blocks to permit sediment transport and create sand/rock ecotone habitats while remaining close enough to each other and existing natural reefs to maintain biological connectivity. Reef blocks were also located at the depth (15-20 m) where the most productive reef habitat in the region was observed. Finally, we discuss a proposed pre- and post-construction monitoring program and additional studies that could be performed that would leverage the replicated elements in the restoration reef design to inform future reef restoration programs.",,,,,,,,,,,
J,"Irizarry, Amarilys D.; Collazo, Jaime A.; Pacifici, Krishna; Reich, Brian J.; Battle, Kathryn E.",Avian response to shade-layer restoration in coffee plantations in Puerto Rico,RESTORATION ECOLOGY,26,6,1212,1220,10.1111/rec.12697,Nov-18,2018,"Documenting the evolving processes associated with habitat restoration and how long it takes to detect avian demographic responses is crucial to evaluate the success of restoration initiatives and to identify ways to improve their effectiveness. The importance of this endeavor prompted the U.S. Fish and Wildlife Service and the USDA Natural Resources Conservation Service to evaluate their sun-to-shade coffee restoration program in Puerto Rico initiated in 2003. We quantified the responses of 12 resident avian species using estimates of local occupancy and extinction probabilities based on surveys conducted in 2015-2017 at 65 restored farms grouped according to time-since-initial-restoration (TSIR): new (2011-2014), intermediate (2007-2010), and old (2003-2006). We also surveyed 40 forest sites, which served as reference sites. Vegetation complexity increased with TSIR, ranging between 35 and 40% forest cover in farms 6-9 years TSIR. Forest specialists (e.g. Loxigilla portoricencis) exhibited highest average occupancy in farms initially classified as intermediate (6-9 years) and old (>10 years), paralleling occupancy in secondary forests. Occupancy of open-habitat specialists (e.g. Tiaris olivaceus) was more variable, but higher in recently restored farms. Restoring the shade layer has the potential to heighten ecological services derived from forest specialists (e.g. frugivores) without losing the services of many open-habitat specialists (e.g. insectivores). Annual local extinction probability for forest specialists decreased with increasing habitat complexity, strengthening the potential value of shade restoration as a tool to enhance habitat for avifauna that evolved in forested landscapes.",,,,,,,,,,,
J,"ZISCHKE, JA; ARTHUR, JW; NORDLIE, KJ; HERMANUTZ, RO; STANDEN, DA; HENRY, TP",ACIDIFICATION EFFECTS ON MACROINVERTEBRATES AND FATHEAD MINNOWS (PIMEPHALES-PROMELAS) IN OUTDOOR EXPERIMENTAL CHANNELS,WATER RESEARCH,17,1,47,63,10.1016/0043-1354(83)90285-3,1983,1983,,,,,,,,,,,,
J,"Garner, Steven B.; Boswell, Kevin M.; Lewis, Justin P.; Tarnecki, Joseph H.; Patterson, William F., III",Effect of reef morphology and depth on fish community and trophic structure in the northcentral Gulf of Mexico,ESTUARINE COASTAL AND SHELF SCIENCE,230,,,,10.1016/j.ecss.2019.106423,Dec 15 2019,2019,"Reef fish resources provide numerous ecosystem services in the northern Gulf of Mexico (nGOM) large marine ecosystem. Artificial reefs (ARs) have been distributed across the nGOM in attempts to enhance reef fish habitat and increase fishery productivity, but few data exist to distinguish ecological from fishery functions of ARs compared to natural reefs (NRs), particularly at the regional scale. Therefore, we conducted remotely operated vehicle surveys of reef fish communities at 47 reef sites within a similar to 20,000 km(2) area of the nGOM shelf and tested the effect of reef type (NR versus AR), depth (<= 35 or >35 m), relief (<= 2m or >2 m), and complexity (low or high) on fish diversity and community structure as well as trophic guild- and species-specific densities. Twenty-one species were present at >20%, nine at >50%, and three at >75% of study reefs. Fishery species (i.e., Lutjanus campechanus, Serioia dumerili, and Rhomboplites aurorubens) and invasive Pterois volitans were frequently observed (>50% of sites) or numerically dominant, especially at ARs. Main effects did not significantly affect the presence of specific species or trophic guilds, but interactions among factors significantly affected species- and trophic guild-specific densities. Our results indicate that effects of habitat characteristics on fish communities are more nuanced than previously described. Fish communities are moderately similar at the majority of sites but specific habitat characteristics can interact to dramatically affect densities of some species, particularly those that depend on complex structures for refuge. Simple ARs tend to concentrate high densities of a few important fishery species with low densities of other small demersal reef fishes. Complex NRs with high relief also support high densities of planktivorous fishery species but greatly increase densities of small, demersal, non-fishery species that directly utilize complex reef structure for refuge.",,,,,,,,,,,
J,"LOFSHOLMIN, A",INFLUENCE OF AGRICULTURAL PRACTICES ON EARTHWORMS (LUMBRICIDAE),ACTA AGRICULTURAE SCANDINAVICA,33,3,225,234,10.1080/00015128309439886,1983,1983,,,,,,,,,,,,
J,"GAYMAN, W",OFFSHORE DREDGING STUDY - ENVIRONMENTAL ECOLOGICAL REPORT,OCEAN MANAGEMENT,4,1,51,&,10.1016/0302-184X(78)90014-8,1978,1978,,,,,,,,,,,,
J,"Seaman, William",Artificial habitats and the restoration of degraded marine ecosystems and fisheries,HYDROBIOLOGIA,580,,143,155,10.1007/s10750-006-0457-9,Apr 1 2007,2007,"Artificial habitats in marine ecosystems are employed on a limited basis to restore degraded natural habitats and fisheries, and more extensively for a broader variety of purposes including biological conservation and enhancement as well as social and economic development. Included in the aims of human-made habitats classified as artificial reefs are: Aquaculture/ marine ranching; promotion of biodiversity; mitigation of environmental damage; enhancement of recreational scuba diving; eco-tourism development; expansion of recreational fishing; artisanal and commercial fisheries production; protection of benthic habitats against illegal trawling; and research. Structures often are fabricated according to anticipated physical influences or life history requirements of individual species. For example, many of the world's largest reefs have been deployed as part of a national fisheries program in Japan, where large steel and concrete frameworks have been carefully designed to withstand strong ocean currents. In addition, the differing ecological needs of porgy and sea bass for shelter guided the design of the Box Reef in Korea as a device to enhance productivity of marine ranching. The effect of these and other structures on fisheries catch is positive. But caution must be exercised to avoid using reefs simply as fishing devices to heavily exploit species attracted to them. No worldwide database for artificial habitats exists. The challenge to any ecological restoration effort is to define the condition or possibly even the historic baseline to which the system will be restored; in other words, to answer the question: Restoration to what? Examples of aquatic ecosystem restoration from Hong Kong (fisheries), the Pacific Ocean (kelp beds), Chesapeake Bay (oysters) and the Atlantic Ocean (coral reefs) are discussed. The degree to which these four situations consider or can approach a baseline is indicated and compared (e.g., four plants per 100 m 2 are proposed in one project). Measurement of performance is a key factor in restoration planning. These situations also are considered for the ecosystem and fishery contexts in which they are conducted. All use ecological data as a basis for physical design of restoration structures. The use of experimental, pilot and modeling practices is indicated. A context for the young field of marine restoration is provided by reviewing major factors in ecosystem degradation, such as high stress on 70% of commercially valuable fishes worldwide. Examples of habitat disruption include an extensive hypoxic/anoxic zone in the Gulf of Mexico and nutrient and contaminant burdens in the North Sea. Principle of ecological restoration are summarized, from planning through to evaluation. Alternate approaches to facilitate ecological recovery include land-use and ecosystem management and determining levels of human population, consumption and pollution.",,,,,,,,,,,
J,"Monteiro, C. C.; Falcao, M.; Santos, M. N.",Artificial reefs of the south coast of Portugal,Bulletin of Marine Science,55,3-Feb,1346,1347,,1994,1994,,,,,,,,,,,,
C,"Tabeta, Shigeru; Yoshimoto, Haruki",Investigation of carbon budget around artificial upwelling generator by a coupled physical-biological model,"Proceedings of the 26th International Conference on Offshore Mechanics and Arctic Engineering, Vol 5",,,37,43,,2007,2007,"There are several projects of generating upwelling by artificial structures to enhance the primary production expecting fish catch increase. From the view point of global environment, CO2 budget between atmosphere and ocean due to such technologies are also interesting. In this study, a coupled physical-biological model was developed to simulate the nitrogen and carbon cycles around artificial upwelling generator The model is focusing on the degradation of particulate organic matter, because the process should much affects on the efficiency of the biological pump. The model is tuned by using the experimental data and applied to simulate the material cycle in the target area which is located north of Ikitsuki Island located northwest of Kyusyu, Japan, where an artificial seabed mound is installed to generate upwelling. The long-term carbon budget is also estimated by vertical one-dimensional ecosystem model using the parameters determined from the results of the three-dimensional coupled physical-biological model.",,,,,,,,,,,
J,"Lehane, L; Lewis, RJ",Ciguatera: recent advances but the risk remains,INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY,61,3-Feb,91,125,10.1016/S0168-1605(00)00382-2,Nov 1 2000,2000,"Ciguatera is an important form of human poisoning caused by the consumption of seafood. The disease is characterised by gastrointestinal, neurological and cardiovascular disturbances. In cases of severe toxicity, paralysis, coma and death may occur. There is no immunity, and the toxins are cumulative. Symptoms may persist for months or years, or recur periodically. The epidemiology of ciguatera is complex and of central importance to the management and future use of marine resources. Ciguatera is an important medical entity in tropical and subtropical Pacific and Indian Ocean regions, and in the tropical Caribbean. As reef fish are increasingly exported to other areas, it has become a world health problem. The disease is under-reported and often misdiagnosed. Lipid-soluble, polyether toxins known as ciguatoxins accumulated in the muscles of certain subtropical and tropical marine finfish cause ciguatera. Ciguatoxins arise from biotransformation in the fish of less polar ciguatoxins (gambiertoxins) produced by Gambierdiscus toxicus, a marine dinoflagellate that lives on macroalgae, usually attached to dead coral. The toxins and their metabolites are concentrated in the food chain when carnivorous fish prey on smaller herbivorous fish. Humans are exposed at the end of the food chain. More than 400 species of fish can be vectors of ciguatoxins, but generally only a relatively small number of species are regularly incriminated in ciguatera. Ciguateric fish look, taste and smell normal, and detection of toxins in fish remains a problem. More than 20 precursor gambiertoxins and ciguatoxins have been identified in G. toxicus and in herbivorous and carnivorous fish. The toxins become more polar as they undergo oxidative metabolism and pass up the food chain. The main Pacific ciguatoxin (P-CTX-1) causes ciguatera at levels = 0.1 mug/kg in the flesh of carnivorous fish. The main Caribbean ciguatoxin (C-CTX-1) is less polar and 10-fold less toxic than P-CTX-1. Ciguatoxins activate sodium ion (Na+) channels, causing cell membrane excitability and instability. Worldwide coral bleaching is now well documented, and there is a strong association between global warming and the bleaching and death of coral. This, together with natural environmental factors such as earthquakes and hurricanes, and man-made factors such as tourism, dock construction, sewage and eutrophication, may create more favourable environments for G. toxicus. While low levels of G. toxicus are found throughout tropical and subtropical waters, the presence of bloom numbers is unpredictable and patchy. Only certain genetic strains produce ciguatoxins, and environmental triggers for increasing toxin production are unknown. (C) 2000 Elsevier Science B.V. All rights reserved.",,,,,,,,,,,
J,"Bergstrom, Lena; Sundqvist, Frida; Bergstrom, Ulf",Effects of an offshore wind farm on temporal and spatial patterns in the demersal fish community,MARINE ECOLOGY PROGRESS SERIES,485,,199,210,10.3354/meps10344,2013,2013,"The rapid increase in offshore wind energy worldwide has raised concern about its potential risks to marine biodiversity due to habitat alteration, disturbance from noise and electromagnetic fields. This study presents results of surveillance studies performed at the Lillgrund wind farm in Sweden to investigate the integrated effects of these factors on the abundance and distribution patterns of benthic fish communities. The studies revealed no large-scale effects on fish diversity and abundance after establishment of the wind farm when compared to the development in 2 reference areas. Changes in some species and in community composition were observed over time but occurred in parallel in at least one reference area, indicating that fish communities in the wind farm area were mainly driven by the same environmental factors as those in surrounding areas. However, changes at smaller spatial scales were evident. Increased densities of all studied piscivores (cod, eel, shorthorn sculpin), as well as the reef-associated goldsinny wrasse, were observed close to the foundations in the first years of operation. The increase was probably attributed mainly to local changes in distribution rather than to immigration or increased local productivity. Simultaneously, weak or no aggregation of black goby, eelpout and shore crab, all potentially reef-associated but also prey species of the studied piscivores, was observed, which may indicate enhanced top-down control near the foundations.",,,,,,,,,,,
J,FRISSELL C A; NAWA R K,INCIDENCE AND CAUSES OF PHYSICAL FAILURE OF ARTIFICIAL HABITAT STRUCTURES IN STREAMS OF WESTERN OREGON AND WASHINGTON,North American Journal of Fisheries Management,12,1,182,197,10.1577/1548-8675(1992)012<0182:IACOPF>2.3.CO;2,1992,1992,"In recent years an increasing share of fishery management resources has been committed to alteration of fish habitat with artificial stream structures. We evaluated rates and causes of physicial impairment or failure for 161 fish habitat structures in 15 streams in southwest Oregon and southwest Washington [USA], following a flood of a magnitude that recurs every 2-10 years. The incidence of functional impairment and outright failure varied widely among streams; the median failure rate was 18.5% and the median damage rate (impairment plus failure) was 60%. Modes of failure were diverse and bore no simple relationship to structure design. Damage was frequent in low-gradient stream segments and widespread in streams with signs of recent watershed disturbance, high sediment loads, and unstable channels. Comparison of estimated 5-10-year damage rates from 46 projects throughout western Oregon and southwest Washington showed high but variable rates (median, 14%; range, 0-100%) in regions where peak discharge at 10-year recurrence intervals has exceeded 1.0 m3.cntdot.s-1.cntdot.km-2. Results suggest that commonly prescribed structural modifications often are inappropriate and counterproductive in streams with high or elevated sediment loads, high peak flows, or highly erodible bank materials. Restoration of fourth-order and larger alluvial valley streams, which have the greatest potential for fish production in the Pacific Northwest, will require reestablishment of natural watershed and riparian processes over the long term.",,,,,,,,,,,
J,"Guiral, Daniel; Arfi, Robert; Da, Kouete Philippe; Konan-Brou, Amoin Anabelle","Algal communities, biomasses and productions in an artificial reef (Acadja) built in a brackish tropical lagoon",Revue d'Hydrobiologie Tropicale,26,3,219,228,,1993 (1994),1993,"In an extensive aquaculture structure established in an oligohaline and turbid area of the Ebrie Lagoon (Cote-d'Ivoire), biomass production, energetic yields and specific composition of the phytoplanktonic and periphytic communities are compared. The structure, called acadja corresponds to an artificial reef of bamboo stuck into the sediment. The periphytic and phytoplanktonic biomasses within the acadja were 4 times higher than that of lagoon water and 73% of this biomass corresponded to the fixed community. The total autotrophic production of acadja estimated at 9.9 g C.m-2 cntdot j-1 was 4.5 times higher than that of lagoon water, of which 80 % are produced by the periphytic population. This high productivity of acadja is linked to : - an important spatial concentration of the periphyton which is not exposed to the hydrodynamic effects and is little affected by sedimentation processes; - a productivity per biomass unit and a photosynthetic efficiency significantly higher for fixed communities than for pelagic communities. The periphyton included 3 groups of filamentous algae dominated by a Chlorophyceae (Rhizoclonium riparium) and some Cyanobacteria of the genus Lyngbia for the more productive surface layers and a Rhodophyceae (Audouinella daviesii) for deeper layers. These filamentous algae were in turn colonized by epiphytic Diatoms forming a diversified (37 species) sub-community dominated by the genera Melosira and Nitzschia. Considering the high photosynthetic yield of the fixed communities (5.2% for periphyton against 0.8% for phytoplankton), acadja allows a noticeable increase in the natural productivity of the lagoon environment. In acadja, phytophagous fish farming would constitute a possible use of the surplus autotrophic production.",,,,,,,,,,,
